question,sparql
What's the patent number for MP3?,SELECT (COUNT(?obj) AS ?value ) { wd:Q42591 wdt:P1246 ?obj }
"What data controller contains the word ""uber"" in its name ?","SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q59859818 . ?sbj wdt:P1056 wd:Q61058590 . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'uber')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
Who received an Academy Award for Best Supporting Actor for Spartacus?,SELECT ?value WHERE { wd:Q108297 p:P166 ?s . ?s ps:P166 wd:Q106291 . ?s pq:P1346 ?value}
What is informed by playing A Brand New Day?,SELECT ?answer WHERE { wd:Q49810 wdt:P175 ?X . ?X wdt:P737 ?answer}
How many wing configurations are on a fixed-wing aircraft?,SELECT (COUNT(?sub) AS ?value ) { ?sub wdt:P1654 wd:Q2875704 }
What is the topic of Bar whose Universal Decimal Classification is 34?,"SELECT ?answer WHERE { wd:Q17015569 wdt:P1269 ?answer . ?answer wdt:P1190 ?x FILTER(contains(?x,'34'))}"
Where does Jean-Jacques Rousseau live,select distinct ?sbj where { ?sbj wdt:P466 wd:Q6527 . ?sbj wdt:P31 wd:Q3947 }
Name the underground railway station with maximum patronage?,select ?ent where { ?ent wdt:P31 wd:Q55491 . ?ent wdt:P3872 ?obj } ORDER BY DESC(?obj)LIMIT 5
What female is not the same as Kevin Durant who is male?,SELECT ?answer WHERE { wd:Q29545 wdt:P1889 ?answer . ?answer wdt:P21 wd:Q6581097}
Which comarca of Catalonia has the highest nominal GDP?,select ?ent where { ?ent wdt:P31 wd:Q937876 . ?ent wdt:P2131 ?obj } ORDER BY DESC(?obj)LIMIT 5
Who are the characters in the second season of the series Black Sails?,SELECT ?answer WHERE { wd:Q21185947 wdt:P179 ?X . ?X wdt:P674 ?answer}
Has the Pluto's object contributors to the creative work as Shamus Culhane?,SELECT ?value WHERE { wd:Q108732 p:P767 ?s . ?s ps:P767 wd:Q3089911 . ?s pq:P3831 ?value}
What is the parent company of those who work at Roberta Bondar?,SELECT ?answer WHERE { wd:Q258385 wdt:P108 ?X . ?X wdt:P355 ?answer}
Where did the Biblical story of Exodus take place?,select distinct ?obj where { wd:Q9190 wdt:P840 ?obj . ?obj wdt:P31 wd:Q1620908 }
What year was John Hunyadi buried?,SELECT ?answer WHERE { wd:Q242688 wdt:P119 ?X . ?X wdt:P571 ?answer}
"What Manila twinned administrative body started on January 1, 1966?","SELECT ?obj WHERE { wd:Q1461 p:P190 ?s . ?s ps:P190 ?obj . ?s pq:P580 ?x filter(contains(YEAR(?x),'1966')) }"
What is the bay close to Seattle ?,select distinct ?obj where { wd:Q5083 wdt:P206 ?obj . ?obj wdt:P31 wd:Q39594 }
How many commemorates were given to Giuseppe Garibaldi?,SELECT (COUNT(?sub) AS ?value ) { ?sub wdt:P547 wd:Q539 }
Which television series is Burt Reynolds in?,select distinct ?sbj where { ?sbj wdt:P161 wd:Q202148 . ?sbj wdt:P31 wd:Q5398426 }
What year is written in the state of Bengali?,SELECT ?answer WHERE { wd:Q9610 wdt:P17 ?X . ?X wdt:P571 ?answer}
Who is the inventor of the zipper whose carreer is in engineering?,SELECT ?answer WHERE { wd:Q101761 wdt:P61 ?answer . ?answer wdt:P106 wd:Q81096}
Give me the determination method for Liberia has total fertility rate as 5.105 ?,"SELECT ?value WHERE { wd:Q1014 p:P4841 ?s . ?s ps:P4841 ?x filter(contains(?x,'5.105')) . ?s pq:P459 ?value}"
What is the short term exposure limit for benzene?,SELECT (COUNT(?obj) AS ?value ) { wd:Q2270 wdt:P2407 ?obj }
What business is conducted at the  New York Stock Exchange?,select distinct ?sbj where { ?sbj wdt:P414 wd:Q13677 . ?sbj wdt:P31 wd:Q4830453 }
Who is the relative of the Faisal of Saudi Arabia?,select distinct ?obj where { wd:Q217167 wdt:P1038 ?obj . ?obj wdt:P31 wd:Q5 }
"In Spain, which optical telescope has the minimum focal length?",select ?ent where { ?ent wdt:P31 wd:Q35273 . ?ent wdt:P2151 ?obj . ?ent wdt:P17 wd:Q29} ORDER BY ASC(?obj)LIMIT 5
What's treated by or treats the disease of ether?,SELECT ?answer WHERE { wd:Q202218 wdt:P2175 ?X . ?X wdt:P2176 ?answer}
How many Sundays are they open?,SELECT (COUNT(?sub) AS ?value ) { ?sub wdt:P3025 wd:Q132 }
Who is the director of America's Funniest Home Videos?,SELECT ?answer WHERE { wd:Q1595930 wdt:P495 ?X . ?X wdt:P6 ?answer}
Who was the leader of the Communist Party of the Soviet Union?,select distinct ?sbj where { ?sbj wdt:P102 wd:Q79854 . ?sbj wdt:P31 wd:Q5 }
Who lives on the shore of Richard Dawkins?,SELECT ?answer WHERE { wd:Q44461 wdt:P551 ?X . ?X wdt:P206 ?answer}
What is the hinfluence of the language of expression of Christina Grimmie?,SELECT ?answer WHERE { wd:Q231713 wdt:P1412 ?X . ?X wdt:P737 ?answer}
Which is the {taxon rank} and the {parent taxon} of {Armadillo} ?,SELECT ?ans_1 ?ans_2 WHERE { wd:Q47867 wdt:P105 ?ans_1 . wd:Q47867 wdt:P171 ?ans_2 }
How many {habitat} are in {tropical forest}?,SELECT (COUNT(?sub) AS ?value ) { ?sub wdt:P2974 wd:Q199403 }
Which assembly is endemic to Gujarati?,SELECT ?answer WHERE { wd:Q5137 wdt:P2341 ?X . ?X wdt:P194 ?answer}
Which play is named after David Bowie?,select distinct ?sbj where { ?sbj wdt:P138 wd:Q5383 . ?sbj wdt:P31 wd:Q169930 }
Which Netherlands municipality has the highest employment by economic sector?,select ?ent where { ?ent wdt:P31 wd:Q2039348 . ?ent wdt:P2297 ?obj } ORDER BY DESC(?obj)LIMIT 5
What is the reason for John Williams' nominations for Jaws?,SELECT ?obj WHERE { wd:Q189505 p:P1411 ?s . ?s ps:P1411 ?obj . ?s pq:P2453 wd:Q131285 }
Who created cricket in 2020?,SELECT ?answer WHERE { wd:Q868200 wdt:P170 ?answer . ?answer wdt:P641 wd:Q5375}
Who is the spouse of Katharine Cornell in 1921-1-1?,"SELECT ?obj WHERE { wd:Q272086 p:P26 ?s . ?s ps:P26 ?obj . ?s pq:P580 ?x filter(contains(YEAR(?x),'1921')) }"
What champ nomination did Stephen Hendry receive?,SELECT ?answer WHERE { wd:Q295201 wdt:P1411 ?X . ?X wdt:P1346 ?answer}
Name the substantial in period for Leipzig which has situated in time zone as UTC+02: 00.,SELECT ?value WHERE { wd:Q2079 p:P421 ?s . ?s ps:P421 wd:Q6723 . ?s pq:P1264 ?value}
What is the location of Feng Youlan's death that has a twin city named Minsk?,SELECT ?answer WHERE { wd:Q557220 wdt:P20 ?answer . ?answer wdt:P190 wd:Q2280}
"What is in action of Clarence Campbell, whose moveable object location is in Atlantic Ocean?",SELECT ?answer WHERE { wd:Q1095380 wdt:P607 ?answer . ?answer wdt:P276 wd:Q97}
What is the first name of Channing Tatum that is the same as Matthias?,SELECT ?answer WHERE { wd:Q212064 wdt:P735 ?answer . ?answer wdt:P460 wd:Q4927273}
How many platforms are for the TurboGrafx-16} ?,SELECT (COUNT(?sub) AS ?value ) { ?sub wdt:P400 wd:Q1057377 }
Where is the {residence} and the {occupation} of {Adrien_Brody} ?,SELECT ?ans_1 ?ans_2 WHERE { wd:Q104514 wdt:P551 ?ans_1 . wd:Q104514 wdt:P106 ?ans_2 }
Which is the {programming paradigm} and the {developer} of {SQL} ?,SELECT ?ans_1 ?ans_2 WHERE { wd:Q47607 wdt:P3966 ?ans_1 . wd:Q47607 wdt:P178 ?ans_2 }
Tell me which automobile manufacturer is in stock exchange of Tokyo Stock Exchange whose name contains the word toyota?,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q786820 . ?sbj wdt:P414 wd:Q217475 . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'toyota')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
"When was Arthur Sullivan's most notable work, The Yeomen of the Guard, produced?",SELECT ?value WHERE { wd:Q212692 p:P800 ?s . ?s ps:P800 wd:Q499778 . ?s pq:P2754 ?value}
Name the profession of someone working with statistics,select distinct ?obj where { wd:Q12483 wdt:P3095 ?obj . ?obj wdt:P31 wd:Q28640 }
Tell me mythical human-animal hybrid that contains the word polkan in their name,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q20902363 . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'polkan')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
How many movies in the fictional universe are from the Marvel Cinematic Universe?,SELECT (COUNT(?sub) AS ?value ) { ?sub wdt:P1434 wd:Q642878 }
What movie was Stanley Kramer nominated for Best Picture by the Academy Awards?,SELECT ?value WHERE { wd:Q73136 p:P1411 ?s . ?s ps:P1411 wd:Q102427 . ?s pq:P805 ?value}
What award did Yaşar Kemal receive from Günter Grass?,SELECT ?obj WHERE { wd:Q327142 p:P166 ?s . ?s ps:P166 ?obj . ?s pq:P823 wd:Q6538 }
Which is the short film that was directed by Baz Luhrmann?,select distinct ?sbj where { ?sbj wdt:P57 wd:Q250545 . ?sbj wdt:P31 wd:Q24862 }
What federation has the highest median income?,select ?ent where { ?ent wdt:P31 wd:Q43702 . ?ent wdt:P3529 ?obj } ORDER BY DESC(?obj)LIMIT 5
What school did Irena Szewinska attend at the end of 1970?,"SELECT ?obj WHERE { wd:Q229424 p:P69 ?s . ?s ps:P69 ?obj . ?s pq:P582 ?x filter(contains(YEAR(?x),'1970')) }"
"When was julian Huxley as chairperson of the United Nations Educational, Scientific and Cultural Organization?",SELECT ?value WHERE { wd:Q7809 p:P488 ?s . ?s ps:P488 wd:Q243419 . ?s pq:P580 ?value}
"What position did Idi Amin hold starting on July 28, 1975?","SELECT ?obj WHERE { wd:Q48231 p:P39 ?s . ?s ps:P39 ?obj . ?s pq:P580 ?x filter(contains(YEAR(?x),'1975')) }"
Which constellation is the star HD 75289 b a part of?,SELECT ?answer WHERE { wd:Q73307 wdt:P397 ?X . ?X wdt:P59 ?answer}
who subitem of Carnegie Classification of Institutions of higher education of Paier College of Art ?,SELECT ?answer WHERE { wd:Q7124691 wdt:P2643 ?X . ?X wdt:P1269 ?answer}
What material is the Tower Bridge made of?,SELECT ?obj WHERE { wd:Q83125 p:P186 ?s . ?s ps:P186 ?obj . ?s pq:P518 wd:Q2448108 }
"How many members of the crew are there for John Jellicoe , 1st Earl Jellicoe?",SELECT (COUNT(?obj) AS ?value ) { wd:Q335028 wdt:P5096 ?obj }
Who is the developer of Stirling engine whose died in Galston,SELECT ?answer WHERE { wd:Q186212 wdt:P61 ?answer . ?answer wdt:P20 wd:Q3997296}
"What is the musical instrument of the songwriter of ""Piano Concerto No. 5""?",SELECT ?answer WHERE { wd:Q239700 wdt:P86 ?X . ?X wdt:P1303 ?answer}
Who is the professional sports partner of Kate Bush?,select distinct ?sbj where { ?sbj wdt:P1327 wd:Q636 . ?sbj wdt:P31 wd:Q5 }
Who is a relative of Ellen DeGeneres?,select distinct ?obj where { wd:Q483325 wdt:P1038 ?obj . ?obj wdt:P31 wd:Q5 }
who pharmaceutical product for has active ingredient of amoxicillin?,select distinct ?sbj where { ?sbj wdt:P3781 wd:Q201928 . ?sbj wdt:P31 wd:Q28885102 }
"When was John Dalberg-Acton, 1st Baron Acton, elected as the Member of the 19th Parliament of the United Kingdom?",SELECT ?value WHERE { wd:Q311778 p:P39 ?s . ?s ps:P39 wd:Q41582559 . ?s pq:P2715 ?value}
Where is the lost sculpture of Acropolis of Athens?,select distinct ?sbj where { ?sbj wdt:P276 wd:Q131013 . ?sbj wdt:P31 wd:Q26883973 }
What are the album which start with the letter w,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q482994 . ?sbj rdfs:label ?sbj_label . FILTER(STRSTARTS(lcase(?sbj_label), 'w')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
What is the main tourist attraction for the religion of the Russian Orthodox Church?,select distinct ?sbj where { ?sbj wdt:P140 wd:Q60995 . ?sbj wdt:P31 wd:Q570116 }
Which award did Aaron T. Beck receive in the year 1999?,"SELECT ?obj WHERE { wd:Q302849 p:P166 ?s . ?s ps:P166 ?obj . ?s pq:P585 ?x filter(contains(YEAR(?x),'1999')) }"
How many symbols are there for Manitoba?,SELECT (COUNT(?obj) AS ?value ) { wd:Q1948 wdt:P2238 ?obj }
Did Emma Thompson win the Academy Award for best Actress?,SELECT ?value WHERE { wd:Q168724 p:P166 ?s . ?s ps:P166 wd:Q103618 . ?s pq:P805 ?value}
What is the award received by Rick Barry in 1974?,"SELECT ?obj WHERE { wd:Q434824 p:P166 ?s . ?s ps:P166 ?obj . ?s pq:P585 ?x filter(contains(YEAR(?x),'1974')) }"
How many depictions are there of the Mona Lisa?,SELECT (COUNT(?obj) AS ?value ) { wd:Q12418 wdt:P180 ?obj }
What sports team did Jonah Lomu play for on 1-1-1999?,"SELECT ?obj WHERE { wd:Q363717 p:P54 ?s . ?s ps:P54 ?obj . ?s pq:P580 ?x filter(contains(YEAR(?x),'1999')) }"
How many flowers' color is magenta?,SELECT (COUNT(?sub) AS ?value ) { ?sub wdt:P2827 wd:Q3276756 }
What was Anjelica Huston nominated for at the 63rd Academy Awards?,SELECT ?obj WHERE { wd:Q190998 p:P1411 ?s . ?s ps:P1411 ?obj . ?s pq:P805 wd:Q910856 }
Which is the meta-organization that is regulated by the football association?,select distinct ?obj where { wd:Q2736 wdt:P3719 ?obj . ?obj wdt:P31 wd:Q37178026 }
When did Sigismund end his term as King of Bohemia?,SELECT ?value WHERE { wd:Q57124 p:P39 ?s . ?s ps:P39 wd:Q45341328 . ?s pq:P582 ?value}
What is the executive and legislature body of Goa?,SELECT ?ans_1 ?ans_2 WHERE { wd:Q1171 wdt:P208 ?ans_1 . wd:Q1171 wdt:P194 ?ans_2 }
What is the given name of Prince?,"SELECT ?obj WHERE { wd:Q7542 p:P735 ?s . ?s ps:P735 ?obj . ?s pq:P1545 ?x filter(contains(?x,'1')) }"
What significant incident led to applying to jurisdiction of Russian Orthodox Church?,SELECT ?answer WHERE { wd:Q60995 wdt:P1001 ?X . ?X wdt:P793 ?answer}
What education is composed by Papillons ?,SELECT ?answer WHERE { wd:Q28480156 wdt:P86 ?X . ?X wdt:P69 ?answer}
What is the release region of those employed by Honore Daumier?,SELECT ?answer WHERE { wd:Q187506 wdt:P108 ?X . ?X wdt:P291 ?answer}
When did Karrie Webb receive an Australian Sports Medal?,SELECT ?value WHERE { wd:Q271024 p:P166 ?s . ?s ps:P166 wd:Q1649458 . ?s pq:P585 ?value}
Which communications protocol contains the word zmodem in their name,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q132364 . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'zmodem')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
TELL ME CREDIT INSTITUTION WHOSE NAME HAS THE WORD WACHOVIA IN TI,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q730038 . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'wachovia')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
When did the Three Kingdoms period end in Korea?,SELECT ?value WHERE { wd:Q18097 p:P17 ?s . ?s ps:P17 wd:Q698268 . ?s pq:P582 ?value}
Which aspect of history of Latin America has scientifical studies of Latin American?,SELECT ?answer WHERE { wd:Q2365406 wdt:P1269 ?answer . ?answer wdt:P2579 wd:Q28617}
How many Commons categories are there for writing?,SELECT (COUNT(?obj) AS ?value ) { wd:Q37260 wdt:P373 ?obj }
how many habitats does varanus komodoensis have?,SELECT (COUNT(?obj) AS ?value ) { wd:Q4504 wdt:P2974 ?obj }
"Which city was twinned with Nagoya on 21st December, 1978?","SELECT ?obj WHERE { wd:Q11751 p:P190 ?s . ?s ps:P190 ?obj . ?s pq:P580 ?x filter(contains(YEAR(?x),'1978')) }"
How many representatives does Slovenia have?,SELECT (COUNT(?sub) AS ?value ) { ?sub wdt:P1268 wd:Q215 }
What is the natural language for the Arabic alphabet?,select distinct ?obj where { wd:Q8196 wdt:P407 ?obj . ?obj wdt:P31 wd:Q33742 }
Tell me system of units whose name has the word units in it.,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q932268 . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'units')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
"When does the twinned administrative body Shimane Prefecture,  become known as Jilin?",SELECT ?value WHERE { wd:Q132751 p:P190 ?s . ?s ps:P190 wd:Q45208 . ?s pq:P580 ?value}
Which is the big city in the continent of North America that starts with the letter v?:,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q1549591 . ?sbj wdt:P30 wd:Q49 . ?sbj rdfs:label ?sbj_label . FILTER(STRSTARTS(lcase(?sbj_label), 'v')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
What type of quantum particle is the antiparticle of an electon.,select distinct ?sbj where { ?sbj wdt:P2152 wd:Q2225 . ?sbj wdt:P31 wd:Q22675015 }
"What university starts with the letter ""u""?","SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q3918 . ?sbj rdfs:label ?sbj_label . FILTER(STRSTARTS(lcase(?sbj_label), 'u')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
What is the nominated for award received of Tom_Hardy?,SELECT ?ans_1 ?ans_2 WHERE { wd:Q208026 wdt:P1411 ?ans_1 . wd:Q208026 wdt:P166 ?ans_2 }
Where was the birth place and place of burial for Rumi?,SELECT ?ans_1 ?ans_2 WHERE { wd:Q43347 wdt:P119 ?ans_1 . wd:Q43347 wdt:P19 ?ans_2 }
How many operating systems does Skype have?,SELECT (COUNT(?obj) AS ?value ) { wd:Q40984 wdt:P306 ?obj }
What physically interacts with hydrogen chloride whose subcellular localization is the integral component of membrane?,SELECT ?answer WHERE { wd:Q211086 wdt:P129 ?answer . ?answer wdt:P681 wd:Q14327652}
"Which is the birth place of Chopper Read, that have county seat of Victoria?",SELECT ?answer WHERE { wd:Q2428420 wdt:P19 ?answer . ?answer wdt:P1376 wd:Q36687}
Who is chairwoman party membership of Jack Horner ?,SELECT ?answer WHERE { wd:Q1677064 wdt:P102 ?X . ?X wdt:P488 ?answer}
"Which star is part of the constellation, WASP-13b?",SELECT ?answer WHERE { wd:Q1146824 wdt:P397 ?X . ?X wdt:P59 ?answer}
how much instance are in intruction set architecture?,SELECT (COUNT(?sub) AS ?value ) { ?sub wdt:P31 wd:Q272683 }
What is the category of Susan Luery's work?,SELECT ?answer WHERE { wd:Q15649005 wdt:P800 ?X . ?X wdt:P180 ?answer}
Which is the {filming location} and the {narrative location} of {The_Social_Network} ?,SELECT ?ans_1 ?ans_2 WHERE { wd:Q185888 wdt:P915 ?ans_1 . wd:Q185888 wdt:P840 ?ans_2 }
"What is has father of Guangxu Emporer, that has is daughter of is Imperial Noble Consort Zhuangshun?",SELECT ?answer WHERE { wd:Q299710 wdt:P22 ?answer . ?answer wdt:P25 wd:Q6006807}
Which humans reside in Rotterdam?,select distinct ?sbj where { ?sbj wdt:P551 wd:Q34370 . ?sbj wdt:P31 wd:Q5 }
Name someone born in Cleveland ?,select distinct ?sbj where { ?sbj wdt:P19 wd:Q37320 . ?sbj wdt:P31 wd:Q5 }
What are signs of mercury poisoning as a result of using butabarbital for treatment?,SELECT ?answer WHERE { wd:Q408089 wdt:P780 ?answer . ?answer wdt:P2176 wd:Q410608}
WHo was Julia Roberts mother ?,select distinct ?sbj where { ?sbj wdt:P25 wd:Q40523 . ?sbj wdt:P31 wd:Q5 }
which is portrayed by famous work of weng qingxi,SELECT ?answer WHERE { wd:Q15936419 wdt:P800 ?X . ?X wdt:P175 ?answer}
What is the proportion of Central Huijin Investment does the Agricultural Bank of China own?,SELECT ?value WHERE { wd:Q26298 p:P127 ?s . ?s ps:P127 wd:Q2944409 . ?s pq:P1107 ?value}
What sports are included in the biathlon,select distinct ?sbj where { ?sbj wdt:P641 wd:Q166788 . ?sbj wdt:P31 wd:Q5 }
What is the edition of the game platform of Star Trek Online?,SELECT ?answer WHERE { wd:Q1143426 wdt:P400 ?X . ?X wdt:P747 ?answer}
Which super cultural area starts with the letter m?,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q15733622 . ?sbj rdfs:label ?sbj_label . FILTER(STRSTARTS(lcase(?sbj_label), 'm')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
"What was Ernest Rutherford nominated for on January 1, 1933?","SELECT ?obj WHERE { wd:Q9123 p:P1411 ?s . ?s ps:P1411 ?obj . ?s pq:P585 ?x filter(contains(YEAR(?x),'1933')) }"
When was Tatum O'Neal has received  Academy Award for Best Supporting Actress?,SELECT ?value WHERE { wd:Q230138 p:P166 ?s . ?s ps:P166 wd:Q106301 . ?s pq:P805 ?value}
God Save the Queen is the anthem for which island nation?,select distinct ?sbj where { ?sbj wdt:P85 wd:Q40807 . ?sbj wdt:P31 wd:Q112099 }
Which passenger ship has the longest draft?,select ?ent where { ?ent wdt:P31 wd:Q2055880 . ?ent wdt:P2262 ?obj } ORDER BY DESC(?obj)LIMIT 5
In what year did Constans II die?,SELECT ?answer WHERE { wd:Q41613 wdt:P20 ?X . ?X wdt:P47 ?answer}
Who is parent company of workplace of Madeleine Mathiot ?,SELECT ?answer WHERE { wd:Q28366437 wdt:P108 ?X . ?X wdt:P749 ?answer}
What are the enterprise which start with the letter s,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q6881511 . ?sbj rdfs:label ?sbj_label . FILTER(STRSTARTS(lcase(?sbj_label), 'z')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
I want to know what are the characters from the most famous book Wolfgang Amadeus Mozart?,SELECT ?answer WHERE { wd:Q254 wdt:P800 ?X . ?X wdt:P674 ?answer}
Tell me identical twins whose name has the word veronicas in it,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q2301325 . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'veronicas')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
How many game modes are by a MMO game?,SELECT (COUNT(?sub) AS ?value ) { ?sub wdt:P404 wd:Q862490 }
